country_code,country_name,year,gcf_const_2015_usd,gcf_curr_usd,gcf_pct_gdp,gdp_const_2015_usd,gdp_curr_usd,gdp_growth_annual_pct,gdp_pc_const_2015_usd,gdp_pc_curr_usd,gdp_pc_growth_annual_pct,gfcf_const_2015_usd,gfcf_curr_usd,gfcf_pct_gdp,population_total
IND,India,1972,31909996538.3213,13970228370.7894,19.5484319396904,203706581882.861,71464700666.9869,-0.553301312377712,357.07792915078,125.270705961882,-2.7123915885177,38094713477.3231,12186470318.9483,17.0524331665995,570482142.0
IND,India,1973,38113456061.9093,15992453661.3582,18.7007586479695,210419775342.652,85517673172.5513,3.29552113522354,360.637844054436,146.568492582405,0.996957418265112,37090217930.8321,13603540117.8133,15.9072851413591,583465598.0
IND,India,1974,36151739769.5697,22404947584.892,22.5115175742591,212913957238.715,99526597933.6331,1.18533626034039,356.615069655557,166.699661755332,-1.11546097149807,38516926962.5788,16525822284.599,16.6044279898112,597041391.0
IND,India,1975,32512019111.1342,19246815110.8437,19.5451062648376,232395396993.299,98473832017.3242,9.14991201480592,380.159941384358,161.086694022079,6.60232102685482,37825817650.7569,17444354594.0634,17.7147108391135,611309535.0
IND,India,1976,38455194278.5777,19946787155.4095,19.4192719578704,236260373292.016,102716451979.68,1.66310363661279,377.496025416227,164.119999587322,-0.700735579459177,41960903331.3475,18991191222.2844,18.4889478328566,625861883.0
IND,India,1977,44850317893.3141,25628351175.1409,21.0956125472627,253400507183.968,121486641441.309,7.25476458583569,395.443306819602,189.585568552477,4.75429678592927,47635917089.8763,22827573949.7168,18.7901926326154,640801103.0
IND,India,1978,53371095672.1564,31099965054.1995,22.6507207547063,267876092470.546,137302319828.995,5.71253208900188,408.51694440403,209.389063573463,3.306071277214,50099661173.8178,26626402123.8401,19.3925362346407,655728229.0
IND,India,1979,47162626271.2416,36099851058.6662,23.5953767441188,253844253329.845,152995442497.709,-5.2381827027895,378.219592791247,227.958179873426,-7.41642471084822,50067110078.0575,31141172805.2797,20.3543140219657,671155747.0
IND,India,1980,51201968404.2602,36436560119.0625,19.5550034544046,270942749193.224,186328579302.068,6.7358215279985,394.182239921013,271.080945953678,4.22047070908258,51259917959.5421,36662458764.4246,19.676240167639,687354025.0
IND,India,1981,48395679230.984,49456660070.229,25.5601376265736,287216122413.739,193491368445.573,6.00620362381767,408.153549793307,274.964330768528,3.54437832488188,51195242722.6512,38441421386.7391,19.8672538705789,703696250.0
IND,India,1982,49853627869.6191,50448255165.3842,25.1341943149098,297198988652.009,200715624830.902,3.47573324031237,412.596737104221,278.65038258267,1.08860680328846,54085872663.7749,42179411327.1772,21.0145131265752,720313473.0
IND,India,1983,53231024575.3268,45921421702.0267,21.0395721185203,318861504638.44,218262146413.158,7.28889290124586,432.429235384759,295.999773299382,4.80675111968445,58051099889.1522,44894488783.1836,20.569067756807,737372681.0
IND,India,1984,55911802960.0274,49414522479.0321,23.2914173032296,331044366854.288,212157645177.652,3.8207378559735,438.541705512915,281.049867840717,1.41351916752743,59018585878.5017,44235778043.319,20.8504284661898,754875449.0
IND,India,1985,60367385263.0995,61490184601.4563,26.4460769030045,348438428450.72,232511554840.372,5.25429922330889,450.966703855867,300.928258576378,2.83325352794432,61736925084.9298,50695186646.5775,21.8032977678815,772647793.0
IND,India,1986,62532955390.0395,64899902260.822,26.0656839397328,365081813580.314,248985994040.59,4.77656417048946,461.725611476403,314.897116402542,2.38574323304699,67620333950.2968,57020070823.4466,22.9009149864675,790689978.0
IND,India,1987,70769969632.0828,72066370149.6703,25.8271313054029,379558605843.486,279033584092.223,3.96535563390576,469.209956296394,344.941028293075,1.62095076252291,75089849878.028,68205918069.8616,24.4436232619651,808931270.0
IND,India,1988,79476866643.127,77951580633.2355,26.2826349945907,416101684467.7,296589670895.932,9.62778291984834,502.937342187065,358.484539641693,7.18812238275834,77689724127.8332,69912054601.5875,23.5719788859803,827342990.0
IND,India,1989,85937682764.5134,79519965120.6064,26.8610369133845,440848680237.688,296042052944.66,5.94734332826503,521.073383839123,349.915155021864,3.60602407711301,84471021509.6953,72757703423.4589,24.5768135640715,846039529.0
IND,India,1990,101998826230.264,87743461242.1094,27.3361977013687,465242841650.512,320979026420.035,5.53345456306495,537.870269536103,371.085936203765,3.2235163449005,98391571850.7628,83718295868.5684,26.0821701661635,864972221.0
IND,India,1991,85152815231.0168,67905847731.926,25.1405052782292,470159674240.679,270105341879.226,1.05683143296179,531.898397833351,305.574055928592,-1.11028105492854,90811846850.8409,66403598831.0915,24.584333789586,883927600.0
IND,India,1992,96158360731.2785,79084882875.8473,27.44020415513,495935689516.747,288208070278.013,5.48239602167003,549.235069964895,319.182472626315,3.25939544134066,100437906942.161,72309963480.4499,25.0894998917615,902957070.0
IND,India,1993,98373120107.4086,63445946163.9591,22.716410511618,519496484318.718,279295648982.529,4.7507762195799,563.372872336747,302.884806246174,2.57408951922086,99608127916.4845,66103013543.2141,23.6677562948176,922118387.0
IND,India,1994,117533154772.872,86106556408.0966,26.3101665553988,554089360742.694,327274843459.429,6.65892406747307,588.727892180632,347.73421473994,4.50057521206482,105344556778.808,76447764811.0753,23.3588882063134,941163767.0
IND,India,1995,126677783504.139,105030596995.344,29.1523371515588,596058814159.964,360281909643.489,7.57449184027195,620.699954336366,375.17600537305,5.43070280521438,118112446079.149,90563784414.7983,25.1369225017193,960301044.0
IND,India,1996,127829387949.303,89420392519.4172,22.7592531809279,641058406951.43,392896866204.516,7.54952224888829,654.355928434052,401.046754673579,5.42226141029292,123667339707.968,96357120054.4483,24.5247871242351,979678458.0
IND,India,1997,146850657861.756,106847742358.73,25.6927329065132,667020123970.576,415867563592.829,4.04982084902483,667.598423093399,416.228116203753,2.02374488927428,134919118619.395,105422644244.087,25.3500521496081,999133762.0
IND,India,1998,152400414243.866,105234050234.063,24.9753699423901,708271422045.356,421351317224.941,6.18441582080355,695.293709337082,413.630864056851,4.1484948564368,149246040757.49,107270853380.621,25.4587677777102,1018665080.0
IND,India,1999,179276049634.946,142042225086.271,30.9580879683861,770923380748.906,458821052615.79,8.84575556114116,742.53920839812,441.927991436397,6.79504192639435,174231612235.119,126336800901.091,27.5350924245587,1038225823.0
IND,India,2000,169369763409.71,120271401428.678,25.677316683955,800534479629.68,468395521654.458,3.84099115686554,756.704109533187,442.750218937263,1.90763005843495,171105928742.795,121884874869.223,26.0217848451461,1057922733.0
IND,India,2001,177103830739.327,145184897910.805,29.9078889827325,839151992858.488,485440139204.171,4.82396626397303,778.507377522499,450.357900514128,2.88134658113091,209074720249.123,145303445579.778,29.9323096392457,1077898575.0
